chunk_id,parent_structure_id,document_id,document_title,document_short_title,source_file,publication_date,publisher,pdf_page_start,pdf_page_end,printed_page_start,printed_page_end,source_locator,chapter,section,subsection,chunk_type,chunk_text,chunk_char_count,token_count_est,keywords_en,keywords_ko,summary_ko,embedding_text,citation_text,content_function,mode_relevance,retrieval_priority,security_class,answer_limit_note,processing_status,review_required,version
AFDP3_60_2021_00001,,AFDP_3_60_2021,"Air Force Doctrine Publication 3-60, Targeting",AFDP 3-60 Targeting,3-60-AFDP-TARGETING.pdf,12 November 2021,U.S. Air Force,1,3,,,"AFDP 3-60 Targeting, pdf pp. 1-3",Front Matter,Cover and Table of Contents,,front_matter," Table of Contents FOREWORD ................................................................................................................... 2 CHAPTER 1: INTRODUCTION TO TARGETING .......................................................... 3 TARGETING FUNDAMENTALS ................................................................................. 5 THE JOINT TARGETING CYCLE ............................................................................... 7 COMMAND AND ORGANIZATION........................................................................... 10 TARGETING RESPONSIBILITIES ............................................................................ 12 TARGETING AND THE AIR TASKING CYCLE ........................................................ 17 CHAPTER 2: DELIBERATE TARGETING ................................................................... 19 CHAPTER 3: DYNAMIC TARGETING ......................................................................... 23 CHAPTER 4: TARGET PLANNING ............................................................................. 33 AIR TASKING CYCLE STAGES ............................................................................... 37 OBJECTIVES, EFFECTS, AND GUIDANCE ............................................................ 37 TARGET DEVELOPMENT ........................................................................................ 41 AIR TASKING ORDER PRODUCTION AND DISSEMINATION ............................... 55 CHAPTER 5: EXECUTION PLANNING AND FORCE EXECUTION ........................... 57 CHAPTER 6: ASSESSMENT ....................................................................................... 59 APPENDIX A: TARGETING AND LEGAL CONSIDERATIONS .................................. 66 BASIC PRINCIPLES OF THE LAW OF WAR AND THEIR TARGETING IMPLICATIONS ......................................................................................................... 66 LAW OF WAR TARGETING RESTRICTIONS .......................................................... 69 RULES OF ENGAGEMENT ...................................................................................... 71 “RULE OF ENGAGEMENT-LIKE” RESTRICTIONS IMPACTING TARGETING ..... 73 ROLE OF THE JUDGE ADVOCATE......................................................................... 74 NUCLEAR TARGETING ........................................................................................... 74 APPENDIX B: TARGETING AUTOMATION ........................................",2500,625,targeting; joint targeting cycle; dynamic targeting; deliberate targeting; air tasking cycle; assessment; law of war; target development; TARGETING; AND,표적처리; 합동 표적처리 주기; 동적 표적처리; 계획 표적처리; 항공임무명령 주기; 평가; 전쟁법,해당 청크는 Table of Contents FOREWORD ................................................................................................................... 2 CHAPTER 1: INTRODUCTION TO TARGETING...,"Document: Air Force Doctrine Publication 3-60, Targeting
Chapter: Front Matter
Section: Cover and Table of Contents
Type: front_matter
Keywords: targeting; joint targeting cycle; dynamic targeting; deliberate targeting; air tasking cycle; assessment; law of war; target development; TARGETING; AND

 Table of Contents FOREWORD ................................................................................................................... 2 CHAPTER 1: INTRODUCTION TO TARGETING .......................................................... 3 TARGETING FUNDAMENTALS ................................................................................. 5 THE JOINT TARGETING CYCLE ............................................................................... 7 COMMAND AND ORGANIZATION........................................................................... 10 TARGETING RESPONSIBILITIES ............................................................................ 12 TARGETING AND THE AIR TASKING CYCLE ........................................................ 17 CHAPTER 2: DELIBERATE TARGETING ................................................................... 19 CHAPTER 3: DYNAMIC TARGETING ......................................................................... 23 CHAPTER 4: TARGET PLANNING ............................................................................. 33 AIR TASKING CYCLE STAGES ............................................................................... 37 OBJECTIVES, EFFECTS, AND GUIDANCE ............................................................ 37 TARGET DEVELOPMENT ........................................................................................ 41 AIR TASKING ORDER PRODUCTION AND DISSEMINATION ............................... 55 CHAPTER 5: EXECUTION PLANNING AND FORCE EXECUTION ........................... 57 CHAPTER 6: ASSESSMENT ....................................................................................... 59 APPENDIX A: TARGETING AND LEGAL CONSIDERATIONS .................................. 66 BASIC PRINCIPLES OF THE LAW OF WAR AND THEIR TARGETING IMPLICATIONS ......................................................................................................... 66 LAW OF WAR TARGETING RESTRICTIONS .......................................................... 69 RULES OF ENGAGEMENT ...................................................................................... 71 “RULE OF ENGAGEMENT-LIKE” RESTRICTIONS IMPACTING TARGETING ..... 73 ROLE OF THE JUDGE ADVOCATE......................................................................... 74 NUCLEAR TARGETING ........................................................................................... 74 APPENDIX B: TARGETING AUTOMATION ........................................","Air Force Doctrine Publication 3-60, Targeting (12 November 2021), AFDP 3-60 Targeting, pdf pp. 1-3: Table of Contents FOREWORD ................................................................................................................... 2 CHAPTER 1: INTRODUCTION TO TARGETING .......................................................... 3 TARGETING FUNDAMENTALS ................................................................................. 5 THE JOINT TARGETING CYCLE .......................",front_matter;document_context,qa;staff_advice,low,public,Use only as public doctrine reference; do not infer classified tactics or current operational details.,completed,YES,v1.0
AFDP3_60_2021_00002,,AFDP_3_60_2021,"Air Force Doctrine Publication 3-60, Targeting",AFDP 3-60 Targeting,3-60-AFDP-TARGETING.pdf,12 November 2021,U.S. Air Force,3,3,,,"AFDP 3-60 Targeting, pdf pp. 3-3",Appendix C: Reachback And Federated Support To Targeting And,Overview,,body,"“The Air Force organizes, trains, and equips forces to be an air component to a joint force commander (JFC). As part of the joint force’s air component, our forces must be prepared to accomplish JFC objectives. The air component commander’s administrative authorities are derived from Title 10, US Code, and exercised as the commander, Air Force forces (COMAFFOR). The air component commander’s operational authorities are delegated from the JFC and exercised as both the COMAFFOR, over Air Force Forces, and as the functional joint force air component commander (JFACC), over joint air forces made available for tasking. Thus, the air component commander leads Air Force forces as the COMAFFOR and the JFC’s joint air operations as the JFACC. This duality of authorities is expressed in the axiom: Airmen work for Airmen and the senior Airman works for the JFC.”",863,216,JFACC; COMAFFOR; JFC; US,,"해당 청크는 “The Air Force organizes, trains, and equips forces to be an air component to a joint force commander (JFC). As part of the joint force’s air component, our forces must be prepared to accomplish JFC...","Document: Air Force Doctrine Publication 3-60, Targeting
Chapter: Appendix C: Reachback And Federated Support To Targeting And
Section: Overview
Type: body
Keywords: JFACC; COMAFFOR; JFC; US

“The Air Force organizes, trains, and equips forces to be an air component to a joint force commander (JFC). As part of the joint force’s air component, our forces must be prepared to accomplish JFC objectives. The air component commander’s administrative authorities are derived from Title 10, US Code, and exercised as the commander, Air Force forces (COMAFFOR). The air component commander’s operational authorities are delegated from the JFC and exercised as both the COMAFFOR, over Air Force Forces, and as the functional joint force air component commander (JFACC), over joint air forces made available for tasking. Thus, the air component commander leads Air Force forces as the COMAFFOR and the JFC’s joint air operations as the JFACC. This duality of authorities is expressed in the axiom: Airmen work for Airmen and the senior Airman works for the JFC.”","Air Force Doctrine Publication 3-60, Targeting (12 November 2021), AFDP 3-60 Targeting, pdf pp. 3-3: “The Air Force organizes, trains, and equips forces to be an air component to a joint force commander (JFC). As part of the joint force’s air component, our forces must be prepared to accomplish JFC objectives. The air component commander’s administrative authorities are derived from Title 10, US Code, and exercised as the commander, Air Force forces (COMAFFOR). The air component commander’s opera",doctrine_reference;operational_context,qa;staff_advice,high,public,Use only as public doctrine reference; do not infer classified tactics or current operational details.,completed,NO,v1.0
AFDP3_60_2021_00003,,AFDP_3_60_2021,"Air Force Doctrine Publication 3-60, Targeting",AFDP 3-60 Targeting,3-60-AFDP-TARGETING.pdf,12 November 2021,U.S. Air Force,3,3,,,"AFDP 3-60 Targeting, pdf pp. 3-3",Appendix C: Reachback And Federated Support To Targeting And,Overview,,body,"--Air Force Doctrine Publication (AFDP) 1, The Air Force Since the COMAFFOR and JFACC are nearly always the same individual, this AFDP will use the term “air component commander” when referring to duties or functions that could be carried out by either or both, unless explicit use of the term “COMAFFOR” or “JFACC” is necessary for clarity.",341,86,JFACC; COMAFFOR; AFDP,,"해당 청크는 --Air Force Doctrine Publication (AFDP) 1, The Air Force Since the COMAFFOR and JFACC are nearly always the same individual, this AFDP will use the term “air component commander” when referring to duties or...","Document: Air Force Doctrine Publication 3-60, Targeting
Chapter: Appendix C: Reachback And Federated Support To Targeting And
Section: Overview
Type: body
Keywords: JFACC; COMAFFOR; AFDP

--Air Force Doctrine Publication (AFDP) 1, The Air Force Since the COMAFFOR and JFACC are nearly always the same individual, this AFDP will use the term “air component commander” when referring to duties or functions that could be carried out by either or both, unless explicit use of the term “COMAFFOR” or “JFACC” is necessary for clarity.","Air Force Doctrine Publication 3-60, Targeting (12 November 2021), AFDP 3-60 Targeting, pdf pp. 3-3: --Air Force Doctrine Publication (AFDP) 1, The Air Force Since the COMAFFOR and JFACC are nearly always the same individual, this AFDP will use the term “air component commander” when referring to duties or functions that could be carried out by either or both, unless explicit use of the term “COMAFFOR” or “JFACC” is necessary for clarity.",doctrine_reference;operational_context,qa;staff_advice,low,public,Use only as public doctrine reference; do not infer classified tactics or current operational details.,completed,YES,v1.0
AFDP3_60_2021_00004,,AFDP_3_60_2021,"Air Force Doctrine Publication 3-60, Targeting",AFDP 3-60 Targeting,3-60-AFDP-TARGETING.pdf,12 November 2021,U.S. Air Force,4,4,,,"AFDP 3-60 Targeting, pdf pp. 4-4",Foreword,Overview,,body,"Doctrine embodies the fundamental principles by which military forces guide their actions in support of national objectives. It is a body of carefully developed, authoritative ideas that have been officially approved and establishes a common frame of reference for solving military problems. However, to be an effective guide, the challenge for doctrine is to be simultaneously focused on the past, applicable in the present, and facing toward the future; all in equal measure. The US Air Force must prepare for a new reality, one in which decision advantage, freedom of maneuver, and freedom of action are increasingly challenged. To deter, compete, and win across the competition continuum, Airmen must advance solutions that allow us to conduct operations in highly contested environments. Broadly, the joint force’s approach to meeting this challenge is encapsulated in joint all-domain operations (JADO). Together with joint all-domain command and control (JADC2), JADO provides JFC the means to integrate, synchronize, and deconflict the convergence of effects across all domains to achieve operational advantage.",1119,280,JADO; US; JADC2; JFC,,"해당 청크는 Doctrine embodies the fundamental principles by which military forces guide their actions in support of national objectives. It is a body of carefully developed, authoritative ideas that have been...","Document: Air Force Doctrine Publication 3-60, Targeting
Chapter: Foreword
Section: Overview
Type: body
Keywords: JADO; US; JADC2; JFC

Doctrine embodies the fundamental principles by which military forces guide their actions in support of national objectives. It is a body of carefully developed, authoritative ideas that have been officially approved and establishes a common frame of reference for solving military problems. However, to be an effective guide, the challenge for doctrine is to be simultaneously focused on the past, applicable in the present, and facing toward the future; all in equal measure. The US Air Force must prepare for a new reality, one in which decision advantage, freedom of maneuver, and freedom of action are increasingly challenged. To deter, compete, and win across the competition continuum, Airmen must advance solutions that allow us to conduct operations in highly contested environments. Broadly, the joint force’s approach to meeting this challenge is encapsulated in joint all-domain operations (JADO). Together with joint all-domain command and control (JADC2), JADO provides JFC the means to integrate, synchronize, and deconflict the convergence of effects across all domains to achieve operational advantage.","Air Force Doctrine Publication 3-60, Targeting (12 November 2021), AFDP 3-60 Targeting, pdf pp. 4-4: Doctrine embodies the fundamental principles by which military forces guide their actions in support of national objectives. It is a body of carefully developed, authoritative ideas that have been officially approved and establishes a common frame of reference for solving military problems. However, to be an effective guide, the challenge for doctrine is to be simultaneously focused on the past, a",doctrine_reference;operational_context,qa;staff_advice,high,public,Use only as public doctrine reference; do not infer classified tactics or current operational details.,completed,NO,v1.0
AFDP3_60_2021_00005,,AFDP_3_60_2021,"Air Force Doctrine Publication 3-60, Targeting",AFDP 3-60 Targeting,3-60-AFDP-TARGETING.pdf,12 November 2021,U.S. Air Force,4,4,,,"AFDP 3-60 Targeting, pdf pp. 4-4",Foreword,Overview,,body,"AFDP-1, The Air Force, supports this effort by establishing mission command as the Airman’s philosophy for the command and control (C2) of airpower. Despite our advances, adversaries will likely retain an ability to deny or degrade our communications. Therefore, decision makers at all echelons should have the ability to develop understanding, make decisions, and converge effects when disconnected from higher echelons. Mission command embraces centralized command, distributed control, and decentralized execution as the foundation for the responsiveness, flexibility, and initiative necessary at the tactical edge, and ensures capabilities continue to function, even when information is degraded or denied.",710,178,AFDP; C2,,"해당 청크는 AFDP-1, The Air Force, supports this effort by establishing mission command as the Airman’s philosophy for the command and control (C2) of airpower. Despite our advances, adversaries will likely retain an...","Document: Air Force Doctrine Publication 3-60, Targeting
Chapter: Foreword
Section: Overview
Type: body
Keywords: AFDP; C2

AFDP-1, The Air Force, supports this effort by establishing mission command as the Airman’s philosophy for the command and control (C2) of airpower. Despite our advances, adversaries will likely retain an ability to deny or degrade our communications. Therefore, decision makers at all echelons should have the ability to develop understanding, make decisions, and converge effects when disconnected from higher echelons. Mission command embraces centralized command, distributed control, and decentralized execution as the foundation for the responsiveness, flexibility, and initiative necessary at the tactical edge, and ensures capabilities continue to function, even when information is degraded or denied.","Air Force Doctrine Publication 3-60, Targeting (12 November 2021), AFDP 3-60 Targeting, pdf pp. 4-4: AFDP-1, The Air Force, supports this effort by establishing mission command as the Airman’s philosophy for the command and control (C2) of airpower. Despite our advances, adversaries will likely retain an ability to deny or degrade our communications. Therefore, decision makers at all echelons should have the ability to develop understanding, make decisions, and converge effects when disconnected",doctrine_reference;operational_context,qa;staff_advice,low,public,Use only as public doctrine reference; do not infer classified tactics or current operational details.,completed,NO,v1.0
AFDP3_60_2021_00006,,AFDP_3_60_2021,"Air Force Doctrine Publication 3-60, Targeting",AFDP 3-60 Targeting,3-60-AFDP-TARGETING.pdf,12 November 2021,U.S. Air Force,4,4,,,"AFDP 3-60 Targeting, pdf pp. 4-4",Foreword,Overview,,body,"AFDP 3-60, Targeting, though firmly rooted in existing best practice, also looks to the future, adapting where needed to ensure continued effectiveness and efficiency for the challenges to come. Targeting links ends, ways, and means to ensure resources are employed effectively and efficiently. From assessment back to planning, feedback forms a continuous loop, adapting to ensure continued alignment with objectives. This process must evolve to ensure continued mission accomplishment in a disconnected and degraded environment. Airmen should be trained to plan and execute operations in a distributed and decentralized manner, and execute the mission when isolated from higher-level decision makers. Airmen at all levels should be comfortable making decisions and operating based on the commander’s intent and the tenet of mission command.",842,211,targeting; assessment; AFDP,표적처리; 평가,"해당 청크는 AFDP 3-60, Targeting, though firmly rooted in existing best practice, also looks to the future, adapting where needed to ensure continued effectiveness and efficiency for the challenges to come. Targeting...","Document: Air Force Doctrine Publication 3-60, Targeting
Chapter: Foreword
Section: Overview
Type: body
Keywords: targeting; assessment; AFDP

AFDP 3-60, Targeting, though firmly rooted in existing best practice, also looks to the future, adapting where needed to ensure continued effectiveness and efficiency for the challenges to come. Targeting links ends, ways, and means to ensure resources are employed effectively and efficiently. From assessment back to planning, feedback forms a continuous loop, adapting to ensure continued alignment with objectives. This process must evolve to ensure continued mission accomplishment in a disconnected and degraded environment. Airmen should be trained to plan and execute operations in a distributed and decentralized manner, and execute the mission when isolated from higher-level decision makers. Airmen at all levels should be comfortable making decisions and operating based on the commander’s intent and the tenet of mission command.","Air Force Doctrine Publication 3-60, Targeting (12 November 2021), AFDP 3-60 Targeting, pdf pp. 4-4: AFDP 3-60, Targeting, though firmly rooted in existing best practice, also looks to the future, adapting where needed to ensure continued effectiveness and efficiency for the challenges to come. Targeting links ends, ways, and means to ensure resources are employed effectively and efficiently. From assessment back to planning, feedback forms a continuous loop, adapting to ensure continued alignmen",doctrine_reference;operational_context,qa;staff_advice,high,public,Use only as public doctrine reference; do not infer classified tactics or current operational details.,completed,NO,v1.0
AFDP3_60_2021_00007,,AFDP_3_60_2021,"Air Force Doctrine Publication 3-60, Targeting",AFDP 3-60 Targeting,3-60-AFDP-TARGETING.pdf,12 November 2021,U.S. Air Force,4,4,,,"AFDP 3-60 Targeting, pdf pp. 4-4",Foreword,Overview,,body,"Though not completely adapted to the challenges identified here, this doctrine represents what we believe based on the best evidence to date. As we continue to advance our capabilities, it is critical we continue to evolve our doctrine. Throughout history, innovative Airmen have developed methods of employment to meet operational challenges. We will continue to do so.",370,93,,,"해당 청크는 Though not completely adapted to the challenges identified here, this doctrine represents what we believe based on the best evidence to date. As we continue to advance our capabilities, it is critical we...","Document: Air Force Doctrine Publication 3-60, Targeting
Chapter: Foreword
Section: Overview
Type: body
Keywords: 

Though not completely adapted to the challenges identified here, this doctrine represents what we believe based on the best evidence to date. As we continue to advance our capabilities, it is critical we continue to evolve our doctrine. Throughout history, innovative Airmen have developed methods of employment to meet operational challenges. We will continue to do so.","Air Force Doctrine Publication 3-60, Targeting (12 November 2021), AFDP 3-60 Targeting, pdf pp. 4-4: Though not completely adapted to the challenges identified here, this doctrine represents what we believe based on the best evidence to date. As we continue to advance our capabilities, it is critical we continue to evolve our doctrine. Throughout history, innovative Airmen have developed methods of employment to meet operational challenges. We will continue to do so.",doctrine_reference;operational_context,qa;staff_advice,low,public,Use only as public doctrine reference; do not infer classified tactics or current operational details.,completed,YES,v1.0
AFDP3_60_2021_00008,,AFDP_3_60_2021,"Air Force Doctrine Publication 3-60, Targeting",AFDP 3-60 Targeting,3-60-AFDP-TARGETING.pdf,12 November 2021,U.S. Air Force,5,5,,,"AFDP 3-60 Targeting, pdf pp. 5-5",Chapter 1: Introduction To Targeting,Overview,,body,"Targeting is the process of selecting and prioritizing targets and matching the appropriate response while taking account of command objectives, operational requirements, and capabilities.1 This process is systematic, comprehensive, and continuous. Combined with a clear understanding of operational requirements, capabilities, and limitations, the targeting process identifies, selects, and exploits critical vulnerabilities within targeted systems to achieve the commanders’ desired end state. Targeting is a command function requiring commander oversight and involvement to ensure proper execution. It is not the exclusive province of one specialty or division, such as intelligence or operations, but blends the expertise of many disciplines.",746,187,targeting,표적처리,"해당 청크는 Targeting is the process of selecting and prioritizing targets and matching the appropriate response while taking account of command objectives, operational requirements, and capabilities.1 This process is...","Document: Air Force Doctrine Publication 3-60, Targeting
Chapter: Chapter 1: Introduction To Targeting
Section: Overview
Type: body
Keywords: targeting

Targeting is the process of selecting and prioritizing targets and matching the appropriate response while taking account of command objectives, operational requirements, and capabilities.1 This process is systematic, comprehensive, and continuous. Combined with a clear understanding of operational requirements, capabilities, and limitations, the targeting process identifies, selects, and exploits critical vulnerabilities within targeted systems to achieve the commanders’ desired end state. Targeting is a command function requiring commander oversight and involvement to ensure proper execution. It is not the exclusive province of one specialty or division, such as intelligence or operations, but blends the expertise of many disciplines.","Air Force Doctrine Publication 3-60, Targeting (12 November 2021), AFDP 3-60 Targeting, pdf pp. 5-5: Targeting is the process of selecting and prioritizing targets and matching the appropriate response while taking account of command objectives, operational requirements, and capabilities.1 This process is systematic, comprehensive, and continuous. Combined with a clear understanding of operational requirements, capabilities, and limitations, the targeting process identifies, selects, and exploits",doctrine_reference;operational_context,qa;staff_advice,low,public,Use only as public doctrine reference; do not infer classified tactics or current operational details.,completed,NO,v1.0
AFDP3_60_2021_00009,,AFDP_3_60_2021,"Air Force Doctrine Publication 3-60, Targeting",AFDP 3-60 Targeting,3-60-AFDP-TARGETING.pdf,12 November 2021,U.S. Air Force,5,5,,,"AFDP 3-60 Targeting, pdf pp. 5-5",Chapter 1: Introduction To Targeting,Overview,,body,"Targeting occurs at all levels of warfare (strategic, operational, and tactical), across the competition continuum and over the full range of Air Force operations. It helps translate strategy into discrete actions by linking ends, ways, means, and risks. It allows commanders to choose the best ways to attain desired outcomes. From strategy comes the plans and guidance used to task specific capabilities through the tasking process. The processes of planning, tasking, targeting, and assessing effects provide a logical progression that forms the basis of decision-making. Targeting is often tied only to the kinetic delivery of capabilities. However, JFC objectives can be accomplished through a variety of non-kinetic capabilities and actions to create lethal and nonlethal effects. All of this involves the targeting process. To optimize military action, targeting should integrate the full spectrum of capabilities including conventional and nuclear operations. This allows joint forces to continue the fight in, around, and through nuclear or radiological environments. In addition, targeting should occur well before hostilities and continue through post-hostilities.",1175,294,targeting; NSL; JFC,표적처리,"해당 청크는 Targeting occurs at all levels of warfare (strategic, operational, and tactical), across the competition continuum and over the full range of Air Force operations. It helps translate strategy into discrete...","Document: Air Force Doctrine Publication 3-60, Targeting
Chapter: Chapter 1: Introduction To Targeting
Section: Overview
Type: body
Keywords: targeting; NSL; JFC

Targeting occurs at all levels of warfare (strategic, operational, and tactical), across the competition continuum and over the full range of Air Force operations. It helps translate strategy into discrete actions by linking ends, ways, means, and risks. It allows commanders to choose the best ways to attain desired outcomes. From strategy comes the plans and guidance used to task specific capabilities through the tasking process. The processes of planning, tasking, targeting, and assessing effects provide a logical progression that forms the basis of decision-making. Targeting is often tied only to the kinetic delivery of capabilities. However, JFC objectives can be accomplished through a variety of non-kinetic capabilities and actions to create lethal and nonlethal effects. All of this involves the targeting process. To optimize military action, targeting should integrate the full spectrum of capabilities including conventional and nuclear operations. This allows joint forces to continue the fight in, around, and through nuclear or radiological environments. In addition, targeting should occur well before hostilities and continue through post-hostilities.","Air Force Doctrine Publication 3-60, Targeting (12 November 2021), AFDP 3-60 Targeting, pdf pp. 5-5: Targeting occurs at all levels of warfare (strategic, operational, and tactical), across the competition continuum and over the full range of Air Force operations. It helps translate strategy into discrete actions by linking ends, ways, means, and risks. It allows commanders to choose the best ways to attain desired outcomes. From strategy comes the plans and guidance used to task specific capabil",doctrine_reference;operational_context,qa;staff_advice,high,public,Use only as public doctrine reference; do not infer classified tactics or current operational details.,completed,NO,v1.0
AFDP3_60_2021_00010,,AFDP_3_60_2021,"Air Force Doctrine Publication 3-60, Targeting",AFDP 3-60 Targeting,3-60-AFDP-TARGETING.pdf,12 November 2021,U.S. Air Force,5,5,,,"AFDP 3-60 Targeting, pdf pp. 5-5",Chapter 1: Introduction To Targeting,Overview,,body,"A target is an entity or object considered for possible engagement or other actions.2 Joint doctrine describes entities as facilities, individuals, virtual (nontangible) things, equipment, or organizations. It is a fundamental tenet of targeting that no potential target derives its importance merely because it exists, or even that it is a crucial element within a target system. Any potential target derives its importance only by the extent to which it enables adversary capabilities and actions that must be affected to achieve objectives. Multiple actions may be taken against a single target, and actions may often be taken against multiple targets to achieve a single effect. Targeting contains two categories: deliberate and dynamic. Deliberate targeting applies when there is sufficient time to include a target in a plan or an air tasking order (ATO). Deliberate targeting includes targets planned for attack by scheduled resources. The air tasking cycle is sufficiently flexible to allow for most mobile targets to be planned and attacked with deliberate targeting. Dynamic targeting includes targets that are",1120,280,targeting; dynamic targeting; deliberate targeting; air tasking cycle; ATO,표적처리; 동적 표적처리; 계획 표적처리; 항공임무명령 주기,"해당 청크는 A target is an entity or object considered for possible engagement or other actions.2 Joint doctrine describes entities as facilities, individuals, virtual (nontangible) things, equipment, or organizations....","Document: Air Force Doctrine Publication 3-60, Targeting
Chapter: Chapter 1: Introduction To Targeting
Section: Overview
Type: body
Keywords: targeting; dynamic targeting; deliberate targeting; air tasking cycle; ATO

A target is an entity or object considered for possible engagement or other actions.2 Joint doctrine describes entities as facilities, individuals, virtual (nontangible) things, equipment, or organizations. It is a fundamental tenet of targeting that no potential target derives its importance merely because it exists, or even that it is a crucial element within a target system. Any potential target derives its importance only by the extent to which it enables adversary capabilities and actions that must be affected to achieve objectives. Multiple actions may be taken against a single target, and actions may often be taken against multiple targets to achieve a single effect. Targeting contains two categories: deliberate and dynamic. Deliberate targeting applies when there is sufficient time to include a target in a plan or an air tasking order (ATO). Deliberate targeting includes targets planned for attack by scheduled resources. The air tasking cycle is sufficiently flexible to allow for most mobile targets to be planned and attacked with deliberate targeting. Dynamic targeting includes targets that are","Air Force Doctrine Publication 3-60, Targeting (12 November 2021), AFDP 3-60 Targeting, pdf pp. 5-5: A target is an entity or object considered for possible engagement or other actions.2 Joint doctrine describes entities as facilities, individuals, virtual (nontangible) things, equipment, or organizations. It is a fundamental tenet of targeting that no potential target derives its importance merely because it exists, or even that it is a crucial element within a target system. Any potential targe",doctrine_reference;operational_context,qa;staff_advice,high,public,Use only as public doctrine reference; do not infer classified tactics or current operational details.,completed,NO,v1.0
