chunk_id,parent_structure_id,document_id,document_title,document_short_title,publication_date,publisher,source_file,pdf_page_start,pdf_page_end,printed_page_start,printed_page_end,chapter,section,subsection,chunk_type,chunk_text,chunk_char_count,token_count_est,content_function,mode_relevance,retrieval_priority,keywords_en,keywords_ko,summary_ko,embedding_text,citation_text,security_class,answer_limit_note,source_locator,language,processing_status,review_required,version,created_date,updated_date
AFDP3_03_2024_C00001,AFDP3_03_2024_S0000,AFDP3_03_2024,"Air Force Doctrine Publication 3-03, Counterland Operations",AFDP 3-03 Counterland Operations,31 October 2024,U.S. Air Force,3-03-AFDP-COUNTERLAND.pdf,1,2,,,Front Matter,Front Matter,,body,"31 October 2024 Operations
Table of Contents
Chapter 1: INTRODUCTION TO COUNTERLAND OPERATIONS ............................... 1
COUNTERLAND AND UNITY OF EFFORT ................................................................ 2
LAND WARFIGHTER PERSPECTIVE ........................................................................ 3
Chapter 2: COMMAND AND CONTROL OF COUNTERLAND OPERATIONS .......... 12
THE AIR COMPONENT COMMANDER ................................................................... 12
C2 SYSTEMS ............................................................................................................ 13
GENERAL CONSIDERATIONS ................................................................................ 17
Chapter 3: AIR INTERDICTION ................................................................................... 20
AIR INTERDICTION FUNDAMENTALS .................................................................... 20
AIR INTERDICTION OBJECTIVES ...........................................................................",1051,263,doctrine_reference;operational_context,qa;staff_advice,low,counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; command and control; C2,대지상작전; 항공차단; 근접항공지원; 근접항공지원; 항공차단; 합동화력; 공지통합; 합동통합우선순위표적목록; 지휘통제; 지휘통제; 전구항공통제체계; 항공작전센터,Front Matter 관련 교리 내용을 설명한다. 핵심 내용: 31 October 2024 Operations Table of Contents Chapter 1: INTRODUCTION TO COUNTERLAND OPERATIONS ............................... 1 COUNTERLAND AND UNITY OF EFFORT...,"Document: AFDP 3-03 Counterland Operations
Chapter: Front Matter
Section: Front Matter
Keywords: counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; command and control; C2
Text: 31 October 2024 Operations
Table of Contents
Chapter 1: INTRODUCTION TO COUNTERLAND OPERATIONS ............................... 1
COUNTERLAND AND UNITY OF EFFORT ................................................................ 2
LAND WARFIGHTER PERSPECTIVE ........................................................................ 3
Chapter 2: COMMAND AND CONTROL OF COUNTERLAND OPERATIONS .......... 12
THE AIR COMPONENT COMMANDER ................................................................... 12
C2 SYSTEMS ............................................................................................................ 13
GENERAL CONSIDERATIONS ................................................................................ 17
Chapter 3: AIR INTERDICTION ................................................................................... 20
AIR INTERDICTION FUNDAMENTALS .................................................................... 20
AIR INTERDICTION OBJECTIVES ...........................................................................","AFDP 3-03 Counterland Operations, Front Matter, Front Matter, PDF pp. 1-2.",public,Use only as public doctrine reference; cite source locator and avoid unsupported extrapolation.,"AFDP 3-03 Counterland Operations, PDF pp. 1-2",en,completed,NO,v1.0,2026-05-08,2026-05-08
AFDP3_03_2024_C00002,AFDP3_03_2024_S0000,AFDP3_03_2024,"Air Force Doctrine Publication 3-03, Counterland Operations",AFDP 3-03 Counterland Operations,31 October 2024,U.S. Air Force,3-03-AFDP-COUNTERLAND.pdf,2,2,,,Front Matter,Front Matter,,body,"........... 20
AIR INTERDICTION FUNDAMENTALS .................................................................... 20
AIR INTERDICTION OBJECTIVES ........................................................................... 21
AIR INTERDICTION EFFECTS ................................................................................. 24
TYPES OF AIR SUPPORT REQUESTS FOR AIR INTERDICTION ......................... 26
ELEMENTS OF EFFECTIVE AIR INTERDICTION ................................................... 27
Chapter 4: CLOSE AIR SUPPORT .............................................................................. 30
CLOSE AIR SUPPORT FUNDAMENTALS .............................................................. 30
CLOSE AIR SUPPORT OBJECTIVES ...................................................................... 31
CLOSE AIR SUPPORT EFFECTS ............................................................................ 32
TYPES OF CLOSE AIR SUPPORT REQUESTS AND MISSIONS ........................... 33
ELEMENTS OF EFFECTIVE CLOSE AIR SUPPORT ..............................................",1091,273,doctrine_reference;operational_context,qa;staff_advice,low,counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; JTAC; TACP,대지상작전; 항공차단; 근접항공지원; 근접항공지원; 항공차단; 합동화력; 공지통합; 합동통합우선순위표적목록; 합동최종공격통제관; 전술항공통제반,Front Matter 관련 교리 내용을 설명한다. 핵심 내용: ........... 20 AIR INTERDICTION FUNDAMENTALS .................................................................... 20 AIR INTERDICTION OBJECTIVES...,"Document: AFDP 3-03 Counterland Operations
Chapter: Front Matter
Section: Front Matter
Keywords: counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; JTAC; TACP
Text: ........... 20
AIR INTERDICTION FUNDAMENTALS .................................................................... 20
AIR INTERDICTION OBJECTIVES ........................................................................... 21
AIR INTERDICTION EFFECTS ................................................................................. 24
TYPES OF AIR SUPPORT REQUESTS FOR AIR INTERDICTION ......................... 26
ELEMENTS OF EFFECTIVE AIR INTERDICTION ................................................... 27
Chapter 4: CLOSE AIR SUPPORT .............................................................................. 30
CLOSE AIR SUPPORT FUNDAMENTALS .............................................................. 30
CLOSE AIR SUPPORT OBJECTIVES ...................................................................... 31
CLOSE AIR SUPPORT EFFECTS ............................................................................ 32
TYPES OF CLOSE AIR SUPPORT REQUESTS AND MISSIONS ........................... 33
ELEMENTS OF EFFECTIVE CLOSE AIR SUPPORT ..............................................","AFDP 3-03 Counterland Operations, Front Matter, Front Matter, PDF pp. 2-2.",public,Use only as public doctrine reference; cite source locator and avoid unsupported extrapolation.,"AFDP 3-03 Counterland Operations, PDF pp. 2-2",en,completed,NO,v1.0,2026-05-08,2026-05-08
AFDP3_03_2024_C00003,AFDP3_03_2024_S0000,AFDP3_03_2024,"Air Force Doctrine Publication 3-03, Counterland Operations",AFDP 3-03 Counterland Operations,31 October 2024,U.S. Air Force,3-03-AFDP-COUNTERLAND.pdf,2,2,,,Front Matter,Front Matter,,body,".................................................. 32
TYPES OF CLOSE AIR SUPPORT REQUESTS AND MISSIONS ........................... 33
ELEMENTS OF EFFECTIVE CLOSE AIR SUPPORT .............................................. 35
Chapter 5: PLANNING COUNTERLAND OPERATIONS ............................................ 38
PLANNING CONSIDERATIONS FOR COUNTERLAND OPERATIONS ................. 38
BATTLESPACE GEOMETRY ................................................................................... 43
MISSION TYPE DESIGNATIONS ............................................................................. 50
DERIVATIVE MISSIONS ASSOCIATED WITH COUNTERLAND ............................ 52
Chapter 6: EXECUTION OF COUNTERLAND OPERATIONS ................................... 55
REFERENCES .............................................................................................................. 60",892,223,doctrine_reference;operational_context,qa;staff_advice,low,counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; JTAC; TACP,대지상작전; 항공차단; 근접항공지원; 근접항공지원; 항공차단; 합동화력; 공지통합; 합동통합우선순위표적목록; 합동최종공격통제관; 전술항공통제반; 표적처리; 화력지원협조선,Front Matter 관련 교리 내용을 설명한다. 핵심 내용: .................................................. 32 TYPES OF CLOSE AIR SUPPORT REQUESTS AND MISSIONS ........................... 33 ELEMENTS OF EFFECTIVE CLOSE AIR SUPPORT...,"Document: AFDP 3-03 Counterland Operations
Chapter: Front Matter
Section: Front Matter
Keywords: counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; JTAC; TACP
Text: .................................................. 32
TYPES OF CLOSE AIR SUPPORT REQUESTS AND MISSIONS ........................... 33
ELEMENTS OF EFFECTIVE CLOSE AIR SUPPORT .............................................. 35
Chapter 5: PLANNING COUNTERLAND OPERATIONS ............................................ 38
PLANNING CONSIDERATIONS FOR COUNTERLAND OPERATIONS ................. 38
BATTLESPACE GEOMETRY ................................................................................... 43
MISSION TYPE DESIGNATIONS ............................................................................. 50
DERIVATIVE MISSIONS ASSOCIATED WITH COUNTERLAND ............................ 52
Chapter 6: EXECUTION OF COUNTERLAND OPERATIONS ................................... 55
REFERENCES .............................................................................................................. 60","AFDP 3-03 Counterland Operations, Front Matter, Front Matter, PDF pp. 2-2.",public,Use only as public doctrine reference; cite source locator and avoid unsupported extrapolation.,"AFDP 3-03 Counterland Operations, PDF pp. 2-2",en,completed,NO,v1.0,2026-05-08,2026-05-08
AFDP3_03_2024_C00004,AFDP3_03_2024_S0001,AFDP3_03_2024,"Air Force Doctrine Publication 3-03, Counterland Operations",AFDP 3-03 Counterland Operations,31 October 2024,U.S. Air Force,3-03-AFDP-COUNTERLAND.pdf,3,3,,,Front Matter,Foreword,,body,"FOREWORD
Doctrine embodies the fundamental principles by which military forces guide their actions
in support of national objectives. It is a body of carefully developed, authoritative but not
directive ideas that have been officially approved and establish a common frame of
reference for solving military problems. However, to be an effective guide, the challenge
for doctrine is to be simultaneously informed by the past, applicable in the present, and
focused on the future. The United States Air Force (USAF) must prepare for a new reality in which decision
advantage, freedom of maneuver, and freedom of action are increasingly challenged. To
deter, compete, and win across the continuum of competition, Airmen must advance
solutions that allow them to conduct operations in highly contested environments. Broadly, the joint force’s approach to meeting this challenge is encapsulated in joint
all-domain operations (JADO).",928,232,doctrine_reference;operational_context,qa;staff_advice,low,counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; FOREWORD; JADO,대지상작전; 항공차단; 근접항공지원; 근접항공지원; 항공차단; 합동화력; 공지통합; 합동통합우선순위표적목록,"Foreword 관련 교리 내용을 설명한다. 핵심 내용: FOREWORD Doctrine embodies the fundamental principles by which military forces guide their actions in support of national objectives. It is a body of carefully developed,...","Document: AFDP 3-03 Counterland Operations
Chapter: Front Matter
Section: Foreword
Keywords: counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; FOREWORD; JADO
Text: FOREWORD
Doctrine embodies the fundamental principles by which military forces guide their actions
in support of national objectives. It is a body of carefully developed, authoritative but not
directive ideas that have been officially approved and establish a common frame of
reference for solving military problems. However, to be an effective guide, the challenge
for doctrine is to be simultaneously informed by the past, applicable in the present, and
focused on the future. The United States Air Force (USAF) must prepare for a new reality in which decision
advantage, freedom of maneuver, and freedom of action are increasingly challenged. To
deter, compete, and win across the continuum of competition, Airmen must advance
solutions that allow them to conduct operations in highly contested environments. Broadly, the joint force’s approach to meeting this challenge is encapsulated in joint
all-domain operations (JADO).","AFDP 3-03 Counterland Operations, Front Matter, Foreword, PDF pp. 3-3.",public,Use only as public doctrine reference; cite source locator and avoid unsupported extrapolation.,"AFDP 3-03 Counterland Operations, PDF pp. 3-3",en,completed,NO,v1.0,2026-05-08,2026-05-08
AFDP3_03_2024_C00005,AFDP3_03_2024_S0001,AFDP3_03_2024,"Air Force Doctrine Publication 3-03, Counterland Operations",AFDP 3-03 Counterland Operations,31 October 2024,U.S. Air Force,3-03-AFDP-COUNTERLAND.pdf,3,3,,,Front Matter,Foreword,,body,", Airmen must advance
solutions that allow them to conduct operations in highly contested environments. Broadly, the joint force’s approach to meeting this challenge is encapsulated in joint
all-domain operations (JADO). Together with joint all-domain command and control,
JADO provides the joint force commander the means to integrate, synchronize, and
deconflict the convergence of effects across all domains to achieve an operational
advantage. Air Force Doctrine Publication (AFDP) 1, The Air Force, supports this effort by
establishing mission command as the Airman’s philosophy for the command and control
of airpower. Despite our advances, adversaries will likely retain the ability to deny or
degrade our communications. Therefore, decision-makers at all echelons should have
the ability to develop understanding, make decisions, and converge effects when
disconnected from higher echelons.",898,225,doctrine_reference;operational_context,qa;staff_advice,low,counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; command and control; C2,대지상작전; 항공차단; 근접항공지원; 근접항공지원; 항공차단; 합동화력; 공지통합; 합동통합우선순위표적목록; 지휘통제; 지휘통제; 전구항공통제체계; 항공작전센터,"Foreword 관련 교리 내용을 설명한다. 핵심 내용: , Airmen must advance solutions that allow them to conduct operations in highly contested environments. Broadly, the joint force’s approach to meeting this challenge is...","Document: AFDP 3-03 Counterland Operations
Chapter: Front Matter
Section: Foreword
Keywords: counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; command and control; C2
Text: , Airmen must advance
solutions that allow them to conduct operations in highly contested environments. Broadly, the joint force’s approach to meeting this challenge is encapsulated in joint
all-domain operations (JADO). Together with joint all-domain command and control,
JADO provides the joint force commander the means to integrate, synchronize, and
deconflict the convergence of effects across all domains to achieve an operational
advantage. Air Force Doctrine Publication (AFDP) 1, The Air Force, supports this effort by
establishing mission command as the Airman’s philosophy for the command and control
of airpower. Despite our advances, adversaries will likely retain the ability to deny or
degrade our communications. Therefore, decision-makers at all echelons should have
the ability to develop understanding, make decisions, and converge effects when
disconnected from higher echelons.","AFDP 3-03 Counterland Operations, Front Matter, Foreword, PDF pp. 3-3.",public,Use only as public doctrine reference; cite source locator and avoid unsupported extrapolation.,"AFDP 3-03 Counterland Operations, PDF pp. 3-3",en,completed,NO,v1.0,2026-05-08,2026-05-08
AFDP3_03_2024_C00006,AFDP3_03_2024_S0001,AFDP3_03_2024,"Air Force Doctrine Publication 3-03, Counterland Operations",AFDP 3-03 Counterland Operations,31 October 2024,U.S. Air Force,3-03-AFDP-COUNTERLAND.pdf,3,3,,,Front Matter,Foreword,,body,"the ability to deny or
degrade our communications. Therefore, decision-makers at all echelons should have
the ability to develop understanding, make decisions, and converge effects when
disconnected from higher echelons. Mission command embraces centralized command,
distributed control, and decentralized execution as the foundation for the responsiveness,
flexibility, and initiative necessary at the tactical edge, and ensures capabilities continue
to function, even when information is degraded or denied. AFDP 3-03, Counterland, though firmly rooted in the past, looks to the future, adapting
as needed to ensure continued utility and efficacy for the challenges to come. Properly
planned and executed counterland operations are a crucial element to enable the
achievement of joint force commander (JFC) objectives across the continuum of
competition, including conflict. What worked in the past may work in the future, but not in
the same way. Airmen must be trained to plan operations in a distributed or decentralized
manner and execute the mission when isolated from higher echelons in denied
environments.",1115,279,doctrine_reference;operational_context,qa;staff_advice,low,counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; execution; release authority,대지상작전; 항공차단; 근접항공지원; 근접항공지원; 항공차단; 합동화력; 공지통합; 합동통합우선순위표적목록,"Foreword 관련 교리 내용을 설명한다. 핵심 내용: the ability to deny or degrade our communications. Therefore, decision-makers at all echelons should have the ability to develop understanding, make decisions, and converge...","Document: AFDP 3-03 Counterland Operations
Chapter: Front Matter
Section: Foreword
Keywords: counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; execution; release authority
Text: the ability to deny or
degrade our communications. Therefore, decision-makers at all echelons should have
the ability to develop understanding, make decisions, and converge effects when
disconnected from higher echelons. Mission command embraces centralized command,
distributed control, and decentralized execution as the foundation for the responsiveness,
flexibility, and initiative necessary at the tactical edge, and ensures capabilities continue
to function, even when information is degraded or denied. AFDP 3-03, Counterland, though firmly rooted in the past, looks to the future, adapting
as needed to ensure continued utility and efficacy for the challenges to come. Properly
planned and executed counterland operations are a crucial element to enable the
achievement of joint force commander (JFC) objectives across the continuum of
competition, including conflict. What worked in the past may work in the future, but not in
the same way. Airmen must be trained to plan operations in a distributed or decentralized
manner and execute the mission when isolated from higher echelons in denied
environments.","AFDP 3-03 Counterland Operations, Front Matter, Foreword, PDF pp. 3-3.",public,Use only as public doctrine reference; cite source locator and avoid unsupported extrapolation.,"AFDP 3-03 Counterland Operations, PDF pp. 3-3",en,completed,NO,v1.0,2026-05-08,2026-05-08
AFDP3_03_2024_C00007,AFDP3_03_2024_S0001,AFDP3_03_2024,"Air Force Doctrine Publication 3-03, Counterland Operations",AFDP 3-03 Counterland Operations,31 October 2024,U.S. Air Force,3-03-AFDP-COUNTERLAND.pdf,3,3,,,Front Matter,Foreword,,body,"past may work in the future, but not in
the same way. Airmen must be trained to plan operations in a distributed or decentralized
manner and execute the mission when isolated from higher echelons in denied
environments. Airmen at all levels must be comfortable making decisions and operating
based on the commander’s intent and the principles of mission command. Effective
counterland operations are informed by past lessons but find novel ways to apply those
lessons in current and future environments.",503,126,doctrine_reference;operational_context,qa;staff_advice,low,counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination,대지상작전; 항공차단; 근접항공지원; 근접항공지원; 항공차단; 합동화력; 공지통합; 합동통합우선순위표적목록,"Foreword 관련 교리 내용을 설명한다. 핵심 내용: past may work in the future, but not in the same way. Airmen must be trained to plan operations in a distributed or decentralized manner and execute the mission when isolated from...","Document: AFDP 3-03 Counterland Operations
Chapter: Front Matter
Section: Foreword
Keywords: counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination
Text: past may work in the future, but not in
the same way. Airmen must be trained to plan operations in a distributed or decentralized
manner and execute the mission when isolated from higher echelons in denied
environments. Airmen at all levels must be comfortable making decisions and operating
based on the commander’s intent and the principles of mission command. Effective
counterland operations are informed by past lessons but find novel ways to apply those
lessons in current and future environments.","AFDP 3-03 Counterland Operations, Front Matter, Foreword, PDF pp. 3-3.",public,Use only as public doctrine reference; cite source locator and avoid unsupported extrapolation.,"AFDP 3-03 Counterland Operations, PDF pp. 3-3",en,completed,YES,v1.0,2026-05-08,2026-05-08
AFDP3_03_2024_C00008,AFDP3_03_2024_S0002,AFDP3_03_2024,"Air Force Doctrine Publication 3-03, Counterland Operations",AFDP 3-03 Counterland Operations,31 October 2024,U.S. Air Force,3-03-AFDP-COUNTERLAND.pdf,4,4,,,Chapter 1: Introduction To Counterland Operations,Chapter 1: Introduction To Counterland Operations,,body,"CHAPTER 1: INTRODUCTION TO COUNTERLAND OPERATIONS
Counterland operations are airpower operations against enemy land force
capabilities to create effects that achieve joint force commander (JFC) objectives. The air component commander executes counterland operations by conducting air
interdiction (AI) across the theater (including inside land and maritime areas of
operations), and by supporting ground forces (including special operations forces [SOF])
with close air support (CAS). To maximize the effect on the enemy, AI and CAS are
typically integrated and coordinated with the land component commander’s target
nomination list and ground scheme of maneuver. Although usually associated with
support to friendly ground forces, counterland operations may also be conducted
independently of friendly ground force objectives or in areas where friendly ground forces
are absent. Throughout history, airpower has played a crucial role in defeating enemy
ground forces, including the allied breakout from Normandy in World War II, the defeat of
the Iraqi army in 1991, and the destruction of the Iraqi army in 2003.",1114,279,doctrine_reference;operational_context,qa;staff_advice,high,counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; JTAC; TACP,대지상작전; 항공차단; 근접항공지원; 근접항공지원; 항공차단; 합동화력; 공지통합; 합동통합우선순위표적목록; 합동최종공격통제관; 전술항공통제반,Chapter 1: Introduction To Counterland Operations 관련 교리 내용을 설명한다. 핵심 내용: CHAPTER 1: INTRODUCTION TO COUNTERLAND OPERATIONS Counterland operations are airpower operations against enemy land force capabilities to create effects that achieve joint force...,"Document: AFDP 3-03 Counterland Operations
Chapter: Chapter 1: Introduction To Counterland Operations
Section: Chapter 1: Introduction To Counterland Operations
Keywords: counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; JTAC; TACP
Text: CHAPTER 1: INTRODUCTION TO COUNTERLAND OPERATIONS
Counterland operations are airpower operations against enemy land force
capabilities to create effects that achieve joint force commander (JFC) objectives. The air component commander executes counterland operations by conducting air
interdiction (AI) across the theater (including inside land and maritime areas of
operations), and by supporting ground forces (including special operations forces [SOF])
with close air support (CAS). To maximize the effect on the enemy, AI and CAS are
typically integrated and coordinated with the land component commander’s target
nomination list and ground scheme of maneuver. Although usually associated with
support to friendly ground forces, counterland operations may also be conducted
independently of friendly ground force objectives or in areas where friendly ground forces
are absent. Throughout history, airpower has played a crucial role in defeating enemy
ground forces, including the allied breakout from Normandy in World War II, the defeat of
the Iraqi army in 1991, and the destruction of the Iraqi army in 2003.","AFDP 3-03 Counterland Operations, Chapter 1: Introduction To Counterland Operations, Chapter 1: Introduction To Counterland Operations, PDF pp. 4-4.",public,Use only as public doctrine reference; cite source locator and avoid unsupported extrapolation.,"AFDP 3-03 Counterland Operations, PDF pp. 4-4",en,completed,NO,v1.0,2026-05-08,2026-05-08
AFDP3_03_2024_C00009,AFDP3_03_2024_S0002,AFDP3_03_2024,"Air Force Doctrine Publication 3-03, Counterland Operations",AFDP 3-03 Counterland Operations,31 October 2024,U.S. Air Force,3-03-AFDP-COUNTERLAND.pdf,4,4,,,Chapter 1: Introduction To Counterland Operations,Chapter 1: Introduction To Counterland Operations,,body,"tory, airpower has played a crucial role in defeating enemy
ground forces, including the allied breakout from Normandy in World War II, the defeat of
the Iraqi army in 1991, and the destruction of the Iraqi army in 2003. Counterland operations create effects at all levels of warfare and significantly
influence the course of joint all-domain operations. Counterland effects focus on the
tactical and operational levels of war by targeting fielded enemy ground forces and
supporting infrastructure. Counterland operations contribute to strategic effects by
denying the enemy’s ability to execute coherent ground operations. In cases where the
enemy places strategic value on a specific portion of its ground combat force, counterland
operations can produce more immediate effects at the strategic level. Counterland operations seek to destroy an enemy’s fighting ability through
focused attacks against key enemy ground targets.",928,232,doctrine_reference;operational_context,qa;staff_advice,high,counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; JTAC; TACP,대지상작전; 항공차단; 근접항공지원; 근접항공지원; 항공차단; 합동화력; 공지통합; 합동통합우선순위표적목록; 합동최종공격통제관; 전술항공통제반; 표적처리; 화력지원협조선,"Chapter 1: Introduction To Counterland Operations 관련 교리 내용을 설명한다. 핵심 내용: tory, airpower has played a crucial role in defeating enemy ground forces, including the allied breakout from Normandy in World War II, the defeat of the Iraqi army in 1991, and...","Document: AFDP 3-03 Counterland Operations
Chapter: Chapter 1: Introduction To Counterland Operations
Section: Chapter 1: Introduction To Counterland Operations
Keywords: counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; JTAC; TACP
Text: tory, airpower has played a crucial role in defeating enemy
ground forces, including the allied breakout from Normandy in World War II, the defeat of
the Iraqi army in 1991, and the destruction of the Iraqi army in 2003. Counterland operations create effects at all levels of warfare and significantly
influence the course of joint all-domain operations. Counterland effects focus on the
tactical and operational levels of war by targeting fielded enemy ground forces and
supporting infrastructure. Counterland operations contribute to strategic effects by
denying the enemy’s ability to execute coherent ground operations. In cases where the
enemy places strategic value on a specific portion of its ground combat force, counterland
operations can produce more immediate effects at the strategic level. Counterland operations seek to destroy an enemy’s fighting ability through
focused attacks against key enemy ground targets.","AFDP 3-03 Counterland Operations, Chapter 1: Introduction To Counterland Operations, Chapter 1: Introduction To Counterland Operations, PDF pp. 4-4.",public,Use only as public doctrine reference; cite source locator and avoid unsupported extrapolation.,"AFDP 3-03 Counterland Operations, PDF pp. 4-4",en,completed,NO,v1.0,2026-05-08,2026-05-08
AFDP3_03_2024_C00010,AFDP3_03_2024_S0002,AFDP3_03_2024,"Air Force Doctrine Publication 3-03, Counterland Operations",AFDP 3-03 Counterland Operations,31 October 2024,U.S. Air Force,3-03-AFDP-COUNTERLAND.pdf,4,4,,,Chapter 1: Introduction To Counterland Operations,Chapter 1: Introduction To Counterland Operations,,body,"combat force, counterland
operations can produce more immediate effects at the strategic level. Counterland operations seek to destroy an enemy’s fighting ability through
focused attacks against key enemy ground targets. Acting on decisive points by
striking enemy fielded ground forces, command and control (C2) nodes, vital logistics, or
supporting infrastructure degrades the enemy system and contributes to an enemy
incapable of effective resistance. Persistently applied, airpower can disrupt the enemy
and destroy its ability to fight as an effective whole, allowing the JFC to gain the initiative
and dictate an operational tempo. Counterland operations vary based on the character of the conflict in which they
are employed. Counterland operations apply to large-scale combat operations (LSCO)
as well as to stabilization activities characterized by insurgency, guerrilla tactics, and civil
strife.1 It is crucial to understand the character of the conflict to properly apply airpower
during counterland operations.2
Counterland operations can be the main attack and decisive means for achieving
JFC objectives.",1119,280,doctrine_reference;operational_context,qa;staff_advice,high,counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; command and control; C2,대지상작전; 항공차단; 근접항공지원; 근접항공지원; 항공차단; 합동화력; 공지통합; 합동통합우선순위표적목록; 지휘통제; 지휘통제; 전구항공통제체계; 항공작전센터,"Chapter 1: Introduction To Counterland Operations 관련 교리 내용을 설명한다. 핵심 내용: combat force, counterland operations can produce more immediate effects at the strategic level. Counterland operations seek to destroy an enemy’s fighting ability through focused...","Document: AFDP 3-03 Counterland Operations
Chapter: Chapter 1: Introduction To Counterland Operations
Section: Chapter 1: Introduction To Counterland Operations
Keywords: counterland operations; air interdiction; close air support; CAS; AI; joint fires; air-ground integration; interdiction; JIPTL; target nomination; command and control; C2
Text: combat force, counterland
operations can produce more immediate effects at the strategic level. Counterland operations seek to destroy an enemy’s fighting ability through
focused attacks against key enemy ground targets. Acting on decisive points by
striking enemy fielded ground forces, command and control (C2) nodes, vital logistics, or
supporting infrastructure degrades the enemy system and contributes to an enemy
incapable of effective resistance. Persistently applied, airpower can disrupt the enemy
and destroy its ability to fight as an effective whole, allowing the JFC to gain the initiative
and dictate an operational tempo. Counterland operations vary based on the character of the conflict in which they
are employed. Counterland operations apply to large-scale combat operations (LSCO)
as well as to stabilization activities characterized by insurgency, guerrilla tactics, and civil
strife.1 It is crucial to understand the character of the conflict to properly apply airpower
during counterland operations.2
Counterland operations can be the main attack and decisive means for achieving
JFC objectives.","AFDP 3-03 Counterland Operations, Chapter 1: Introduction To Counterland Operations, Chapter 1: Introduction To Counterland Operations, PDF pp. 4-4.",public,Use only as public doctrine reference; cite source locator and avoid unsupported extrapolation.,"AFDP 3-03 Counterland Operations, PDF pp. 4-4",en,completed,NO,v1.0,2026-05-08,2026-05-08
